NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-4750.06,7045.45,1452136.24,0.00,,131.92,110986.23,,349.47,0.00,,7681.47,5988.31,0.00,116279.54,1693553.18,786373.39,164260.65,164352.06,280604.87,85817.01,86419.26,,118048.61,631.89,1686507.73,-43341.62,3046.50,-328.49,-560.72,-1618.92,29787.17,-13016.06,-5970.62,-1220.56,-4750.06,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2024,2
-4459.71,-3527.28,0.00,0.00,,0.00,0.00,,0.00,99448.60,,0.00,30.69,0.00,0.00,99479.29,39257.11,50167.03,0.00,3185.29,0.00,6163.02,,4234.12,0.00,103006.57,0.00,-932.43,0.00,0.00,0.00,0.00,-932.43,-4459.71,0.00,-4459.71,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2024,2
-4211.76,14941.28,0.00,0.00,180900.09,180900.09,0.00,596324.62,61622.46,534702.16,25379.36,0.00,25379.36,0.00,0.00,802604.06,496861.99,83045.67,13385.53,86238.28,5276.97,50523.74,,52063.87,266.75,787662.78,-3346.21,-52.43,-402.37,-5940.09,0.00,-857.12,-10598.21,4343.07,8554.83,-4211.76,0.00,0.00,0.00,-4211.76,0.00,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2024,3
-4155.07,-3946.37,0.00,0.00,,0.00,0.00,,8741.04,0.00,,0.00,140.25,0.00,0.00,8881.29,9095.73,740.12,1612.17,742.76,0.06,413.98,,222.84,0.00,12827.66,-0.82,0.00,-64.01,0.00,0.00,-143.88,-208.71,-4155.07,0.00,-4155.07,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2024,1
-4025.16,-4817.76,53569.81,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,2.41,53572.22,19581.50,23232.97,2405.23,1290.94,0.00,6311.47,0.00,5567.86,0.00,58389.98,-4.60,0.00,0.00,2.97,516.69,309.30,824.36,-3993.40,31.76,-4025.16,0.00,0.00,0.00,,0.00,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2024,3
-3908.82,-3720.55,0.00,0.00,,0.00,0.00,,11653.89,0.00,,0.00,90.44,0.00,0.00,11744.32,11544.48,957.16,856.04,1131.54,0.01,579.93,,395.72,0.00,15464.87,-1.66,0.00,-71.08,0.00,0.00,-115.53,-188.28,-3908.82,0.00,-3908.82,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2024,3
-3859.10,8182.15,99553.18,0.00,,26220.68,24041.41,,44146.85,0.00,,4814.42,1603.94,1329.67,24845.50,226555.64,91396.78,22200.04,11407.60,35305.56,9895.08,27598.40,0.00,20518.30,51.74,218373.49,-10144.83,-86.69,0.00,0.00,-100.98,1781.65,-8550.84,-368.69,3490.41,-3859.10,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,4
-3638.38,2097.31,0.00,261.78,,30984.18,0.00,,0.00,13702.26,,0.00,462.68,0.00,0.00,45410.90,20947.81,7156.24,,5409.10,1021.47,5338.37,,1564.96,1875.63,43313.58,-2447.69,-194.74,0.00,0.00,0.00,-697.23,-3339.66,-1242.34,2396.04,-3638.38,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2024,3
-3619.89,-2691.32,0.00,0.00,,0.00,0.00,,0.00,99914.12,,0.00,92.85,0.00,0.00,100006.97,39735.46,48947.49,0.00,3322.16,0.00,6498.74,,4194.44,0.00,102698.29,0.00,-928.56,0.00,0.00,0.00,0.00,-928.56,-3619.89,0.00,-3619.89,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2024,1
-3484.64,-3268.40,0.00,0.00,,0.00,0.00,,0.00,6542.34,,0.00,0.00,,0.00,6542.34,3467.51,1336.44,0.00,411.12,0.55,2423.17,,2171.95,0.00,9810.74,-216.24,0.00,0.00,0.00,,0.00,-216.24,-3484.64,0.00,-3484.64,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2024,3
-3253.33,-2488.90,0.00,0.00,0.00,0.00,0.00,10302.10,10302.10,0.00,,0.00,0.00,0.00,0.00,10302.10,5263.84,2086.98,0.00,0.00,0.00,0.00,4976.56,435.72,27.89,12791.00,-764.43,0.00,0.00,0.00,0.00,0.00,-764.43,-3253.33,0.00,-3253.33,0.00,0.00,0.00,,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Eastern Air Express, LLC (EAX)",01225,S,1,1,2024,2
-2990.18,-3471.35,912.44,7241.96,,2911.14,66.51,,174.55,2702.42,,,1.73,,869.96,14880.71,6999.48,5848.32,,,,,4044.76,1336.47,123.03,18352.06,256.17,,,0.00,,225.00,481.17,-2990.18,,-2990.18,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2024,1
-2986.70,-2990.14,0.00,0.00,0.00,0.00,0.00,7297.56,7297.56,0.00,,0.00,0.00,0.00,0.00,7297.56,3941.35,1633.61,0.00,0.00,0.00,0.00,4284.26,428.49,0.00,10287.69,3.44,0.00,0.00,0.00,0.00,0.00,3.44,-2986.70,0.00,-2986.70,0.00,0.00,0.00,,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Eastern Air Express, LLC (EAX)",01225,S,1,1,2024,1
-2944.05,-2859.44,0.00,,,34643.42,0.00,,0.00,12092.84,,0.00,1323.51,0.00,0.00,48059.77,20765.05,20884.01,0.00,275.27,32.20,3485.69,,3919.60,1557.39,50919.21,0.00,-84.61,0.00,0.00,0.00,0.00,-84.61,-2944.05,0.00,-2944.05,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,80006,D,2,2,2024,2
-2915.33,2889.17,,140.67,,7217.22,,,,260.00,,,,,7050.49,14668.37,1971.54,3294.58,,304.08,262.67,372.26,,4673.88,900.20,11779.20,-131.38,196.35,,-25.13,,0.00,39.83,2929.00,13.67,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2024,3
-2851.07,-2674.15,0.00,0.00,,0.00,0.00,,0.00,5352.82,,0.00,0.00,,0.00,5352.82,2837.06,1093.45,0.00,336.38,0.45,1982.59,,1777.05,0.00,8026.97,-176.93,0.00,0.00,0.00,,0.00,-176.93,-2851.07,0.00,-2851.07,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2024,3
-2660.10,-2555.69,0.00,0.00,,0.00,0.00,,9239.93,0.00,,0.00,92.30,0.00,0.00,9332.23,8338.74,732.06,1425.61,657.11,0.05,452.43,,281.93,0.00,11887.91,-15.24,0.00,-39.96,0.00,0.00,-49.21,-104.41,-2660.10,0.00,-2660.10,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2024,2
-2505.99,5051.95,0.00,0.00,,45297.02,0.00,,0.00,26885.22,,0.00,727.15,0.00,0.00,72909.39,33340.14,11509.03,,7537.74,1606.13,7999.68,,2497.17,3367.56,67857.45,-4859.02,-309.91,0.00,0.00,0.00,-1322.51,-6491.44,-1439.49,1066.50,-2505.99,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2024,2
-2477.04,-2280.46,0.00,0.00,,0.00,0.00,,0.00,5835.37,,0.00,0.00,,0.00,5835.37,3553.46,1014.74,0.00,211.83,0.93,1815.58,,1519.29,0.00,8115.83,-196.57,0.00,0.00,0.00,,0.00,-196.57,-2477.04,0.00,-2477.04,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2024,1
-2473.29,13877.60,107485.65,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,107485.65,38377.08,29448.68,4726.83,715.60,0.00,10843.77,0.00,9496.09,0.00,93608.05,0.00,-8755.72,0.00,0.00,0.00,-7595.17,-16350.89,-2473.29,0.00,-2473.29,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2024,2
-2417.99,-2402.36,22461.57,0.00,,0.00,6730.76,,0.00,0.00,,2046.88,1495.07,0.00,747.82,33482.10,21535.32,3098.03,1608.10,7520.81,1632.79,135.50,0.00,353.90,0.00,35884.46,-272.49,350.58,0.00,0.00,0.00,0.00,78.09,-2324.27,93.72,-2417.99,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2024,4
-2402.50,-3693.92,116468.94,0.00,,0.00,0.00,,0.00,0.00,,0.00,85363.78,0.00,0.00,201832.71,57059.17,34726.34,5147.40,77964.71,0.00,26992.54,0.00,3636.47,0.00,205526.63,0.00,0.00,0.00,-249.69,74.69,1018.17,843.17,-2850.75,-448.25,-2402.50,0.00,0.00,0.00,,0.00,20427,PT,Piedmont Airlines,PT,Piedmont Airlines,06918,D,2,2,2024,2
-2123.22,-1914.66,,,,,,,,13620.42,,,,,,13620.42,5507.12,5305.21,,,,,1792.36,2930.39,0.00,15535.08,0.00,-22.91,,,,-185.65,-208.56,-2123.22,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2024,3
-2039.99,-1929.73,0.00,0.00,,0.00,0.00,,465.62,0.00,,0.00,0.00,0.00,7785.44,8251.06,4630.94,2565.33,693.27,0.00,45.73,1240.19,0.00,1005.34,0.00,10180.79,0.00,0.00,0.00,0.00,0.00,-110.26,-110.26,-2039.99,0.00,-2039.99,0.00,0.00,0.00,,0.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",06076,D,1,1,2024,2
-1792.77,1694.83,0.00,0.00,,0.00,0.00,,150790.25,0.00,,0.00,0.00,0.00,3.70,150793.95,81912.23,15707.92,16493.89,16578.41,17.52,8847.73,0.00,9536.70,4.72,149099.11,0.00,-4014.03,0.00,0.00,0.00,526.42,-3487.61,-1792.77,0.00,-1792.77,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2024,2
-1717.71,3516.82,262046.68,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,262046.68,131551.16,72805.14,13209.71,11091.92,0.00,22820.41,0.00,7051.53,0.00,258529.87,0.00,-5406.52,0.00,0.00,1.74,-397.73,-5802.51,-2285.69,-567.98,-1717.71,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2024,1
-1708.93,-1494.32,0.00,0.00,,0.00,0.00,,0.00,11541.67,,0.00,0.00,,0.00,11541.67,5773.35,1543.66,0.00,336.88,0.47,3055.87,,2325.76,0.00,13035.99,-214.60,0.00,0.00,0.00,,0.00,-214.60,-1708.93,0.00,-1708.93,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2024,2
-1601.67,-1380.61,0.00,0.00,,0.00,0.00,,9673.48,29.98,,0.00,0.00,0.00,0.00,9703.46,6532.45,1257.30,726.76,1014.01,0.48,722.06,0.00,831.00,0.00,11084.07,0.00,-277.01,0.00,0.00,0.00,55.94,-221.06,-1601.67,0.00,-1601.67,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2024,3
-1380.05,-1971.93,978.66,7043.40,,3824.78,78.26,,276.05,4377.24,,,12.65,,600.25,17191.28,7790.68,5392.30,,,,,4461.64,1383.36,135.23,19163.21,225.83,,,75.69,,290.36,591.88,-1380.05,,-1380.05,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2024,4
-1342.73,-1174.11,0.00,0.00,,0.00,0.00,,0.00,9068.45,,0.00,0.00,,0.00,9068.45,4536.20,1212.88,0.00,264.69,0.37,2401.04,,1827.39,0.00,10242.56,-168.62,0.00,0.00,0.00,,0.00,-168.62,-1342.73,0.00,-1342.73,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2024,2
-1291.26,5509.18,468607.38,0.00,,0.00,0.00,,0.00,0.00,,0.00,190.98,,377.83,469176.19,165627.11,96550.20,22215.87,119928.46,480.80,55554.15,0.00,3300.28,10.13,463667.00,0.00,-0.10,1.48,0.00,0.00,-1874.49,-1873.11,3636.07,4927.33,-1291.26,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2024,4
-1286.64,3252.98,0.00,218.56,,27207.30,0.00,,0.00,16148.40,,0.00,436.76,0.00,0.00,44011.02,20025.50,6912.81,,4527.49,964.71,4804.94,,1499.91,2022.70,40758.05,-2918.53,-186.14,0.00,0.00,0.00,-794.36,-3899.03,-646.06,640.58,-1286.64,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2024,2
-1263.38,-2782.03,0.00,0.00,,0.00,0.00,,6926.57,0.00,,0.00,161.45,0.00,0.00,7088.02,7085.00,904.53,848.33,412.71,2.85,321.30,,295.33,0.00,9870.04,0.03,0.00,-48.84,0.00,0.00,1567.46,1518.65,-1263.38,0.00,-1263.38,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2024,4
-1239.91,-1232.74,0.00,0.00,,0.00,0.00,,0.00,5881.39,,0.00,0.00,0.00,0.00,5881.39,3904.78,1059.49,0.00,0.00,0.00,0.00,1211.55,436.01,502.29,7114.13,0.00,-29.28,0.00,0.00,0.00,22.11,-7.17,-1239.91,0.00,-1239.91,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2024,1
-1232.95,-530.22,0.00,0.00,,0.00,0.00,,0.00,104176.79,,0.00,39.37,0.00,0.00,104216.16,38226.55,52776.57,0.00,3379.69,0.00,6113.87,,4249.71,0.00,104746.38,0.00,-702.73,0.00,0.00,0.00,0.00,-702.73,-1232.95,0.00,-1232.95,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2024,3
-1176.04,-1136.76,0.00,0.00,,0.00,0.00,,0.00,4924.38,,0.00,0.00,0.00,0.00,4924.38,4423.89,352.85,0.00,0.00,0.00,0.00,1193.63,90.77,0.00,6061.14,0.00,-44.82,0.00,0.00,0.00,5.54,-39.28,-1176.04,0.00,-1176.04,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2024,2
-1129.72,-1113.24,,25.85,,5528.28,,,,580.00,,,,,7083.94,13218.08,4242.85,3500.37,,306.71,302.92,272.49,,4749.22,956.77,14331.31,-150.42,171.34,,-37.28,,-0.11,-16.48,-1129.71,0.01,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2024,2
-1099.14,-983.75,0.00,0.00,,0.00,0.00,,8165.99,13.39,,0.00,0.00,0.00,0.54,8179.91,4939.48,1053.16,960.29,955.36,0.28,613.30,0.00,641.70,0.10,9163.66,0.00,-282.85,0.00,0.00,0.00,167.47,-115.39,-1099.14,0.00,-1099.14,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2024,1
-1021.77,-1050.15,59371.94,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,293.64,59665.57,36391.55,16257.88,1651.58,3258.35,0.00,2987.74,0.00,168.61,0.00,60715.72,-394.31,0.00,0.00,0.00,0.00,422.69,28.38,-1021.77,0.00,-1021.77,0.00,0.00,0.00,,0.00,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,2,2,2024,1
-929.55,-1268.93,938.22,7015.19,,3860.79,59.40,,321.63,4052.70,,,42.75,,1041.05,17331.71,7411.09,5467.91,,,,,4241.28,1336.47,143.88,18600.64,252.41,,,0.00,,86.98,339.38,-929.55,,-929.55,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2024,2
-925.27,-947.94,1655.54,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,1655.54,1189.41,837.76,296.83,10.86,0.00,243.73,0.00,24.89,0.00,2603.48,-0.44,0.00,0.00,0.00,0.00,23.11,22.67,-925.27,0.00,-925.27,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2024,1
-833.23,-788.20,0.00,0.00,,0.00,0.00,,190.18,0.00,,0.00,0.00,0.00,3179.97,3370.15,1891.51,1047.81,283.17,0.00,18.68,506.56,0.00,410.63,0.00,4158.35,0.00,0.00,0.00,0.00,0.00,-45.04,-45.04,-833.23,0.00,-833.23,0.00,0.00,0.00,,0.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",16076,I,1,1,2024,2
-828.85,-6106.41,,232.73,,162055.57,,,,228714.34,,,,,16740.77,407743.41,183665.98,103185.71,,27865.68,12459.79,6497.96,,20156.32,60018.38,413849.82,-0.16,5464.57,,-174.50,,-16.38,5273.53,-832.88,-4.02,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,1
-745.76,-1120.08,1005.28,6850.78,,4825.71,79.93,,743.92,4047.86,,,42.35,,919.46,18515.27,7774.00,6203.98,,,,,4210.03,1336.47,110.87,19635.35,159.09,,,18.80,,196.44,374.33,-745.76,,-745.76,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2024,3
-741.39,-748.28,1490.16,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,1490.16,975.79,781.90,256.15,10.06,0.00,190.72,0.00,23.83,0.00,2238.45,-0.34,0.00,0.00,0.00,0.00,7.23,6.89,-741.39,0.00,-741.39,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2024,2
-685.24,-672.76,0.00,0.00,,0.00,0.00,,0.00,10232.02,,0.00,0.00,0.00,0.00,10232.02,6793.25,1843.23,0.00,0.00,0.00,0.00,576.92,758.55,932.83,10904.78,0.00,-50.95,0.00,0.00,0.00,38.47,-12.48,-685.24,0.00,-685.24,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2024,1
-635.06,142.82,64807.97,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,1037.06,65845.03,37458.17,17944.41,2823.94,3448.81,0.00,3920.62,0.00,106.25,0.00,65702.21,-397.24,0.00,0.00,-8.88,0.00,-371.76,-777.88,-635.06,0.00,-635.06,0.00,0.00,0.00,,0.00,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,2,2,2024,3
-596.91,3342.80,0.00,0.00,,0.00,0.00,,51856.21,8078.36,,0.00,0.00,0.00,0.00,59934.58,32441.54,7575.74,0.00,0.00,27.80,11870.86,,1794.81,2881.03,56591.78,0.00,-2551.84,0.53,0.00,0.00,-1388.40,-3939.71,-596.91,0.00,-596.91,0.00,0.00,0.00,,0.00,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,2,2,2024,4
-509.53,-159.79,0.00,,,3484.95,0.00,,0.00,2125.86,,0.00,189.41,0.00,0.00,5800.22,2551.42,2297.16,0.00,27.78,3.62,415.16,,437.51,227.36,5960.00,0.00,-349.75,0.00,0.00,0.00,0.00,-349.75,-509.53,0.00,-509.53,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2024,3
-489.09,-494.34,1027.54,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,1027.54,651.90,547.39,166.40,6.64,0.00,133.86,0.00,15.69,0.00,1521.88,-0.20,0.00,0.00,0.00,0.00,5.45,5.25,-489.09,0.00,-489.09,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2024,4
-461.45,-552.38,17888.05,0.00,,0.00,0.00,,0.00,0.00,,0.00,9.97,,2.02,17900.04,6804.77,3765.23,838.18,4499.18,25.06,2406.30,0.00,113.20,0.50,18452.42,0.00,0.00,-0.20,0.00,0.00,-62.43,-62.63,-615.02,-153.57,-461.45,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2024,1
-451.86,-455.66,831.51,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,831.51,543.73,456.56,145.16,5.92,0.00,123.12,0.00,12.68,0.00,1287.17,-0.18,0.00,0.00,0.00,0.00,3.97,3.80,-451.86,0.00,-451.86,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2024,3
-422.56,-430.07,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,30870.26,30870.26,5407.76,0.00,0.00,0.00,0.00,3768.77,0.00,83.12,22040.68,31300.33,0.00,0.00,0.00,0.00,0.00,7.51,7.51,-422.56,0.00,-422.56,0.00,0.00,0.00,,0.00,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2024,3
-409.34,-4757.04,0.00,0.00,40.07,40.07,0.00,8338.69,8338.69,0.00,23.32,0.00,23.32,0.00,0.00,8402.07,5236.42,1309.25,0.00,0.00,0.00,0.00,4448.30,2165.15,0.00,13159.12,4347.70,0.00,0.00,0.00,0.00,0.00,4347.70,-409.34,0.00,-409.34,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,4
-392.18,-380.91,0.00,,,4614.86,0.00,,0.00,1610.89,,0.00,176.31,0.00,0.00,6402.06,2766.12,2781.97,0.00,36.67,4.29,464.33,,522.13,207.46,6782.96,0.00,-11.27,0.00,0.00,0.00,0.00,-11.27,-392.18,0.00,-392.18,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2024,2
-362.02,-566.24,0.00,0.00,,0.00,0.00,,10927.73,0.00,,0.00,0.00,0.00,0.00,10927.73,6193.95,1378.00,735.66,1084.93,0.95,795.09,0.00,1305.41,0.00,11493.97,0.00,-234.94,0.00,0.00,0.00,67.78,-167.16,-733.40,-371.38,-362.02,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2024,4
